Estimate	StdError	Pval	PvalFDR	Modules	Outcome	Model
9.637054289064205	4.064721735343116	0.017744766103124438	0.19519242713436882	M9	Menraw	AD_CTL ~ M9
4.6485918157486035	3.9322218620998415	0.23713451111960482	0.6521199055789133	M10	Menraw	AD_CTL ~ M10
6.05426689180758	3.9051555936849542	0.12106312767178529	0.6521199055789133	M11	Menraw	AD_CTL ~ M11
1.5811590220441818	3.7265423282365044	0.6713495610886202	0.8781182813388985	M1	Menadj	AD_CTL ~ M1 + e4_c
-0.7478908888678815	3.976933311756412	0.8508318225807833	0.8781182813388985	M2	Menadj	AD_CTL ~ M2 + e4_c
0.6426104883730288	3.865780985084654	0.867975602130916	0.8781182813388985	M3	Menadj	AD_CTL ~ M3 + e4_c
2.829310913788339	4.207763380012303	0.5013274466623966	0.8781182813388985	M4	Menadj	AD_CTL ~ M4 + e4_c
-2.6254262408968816	3.893638875174993	0.500129493456249	0.8781182813388985	M5	Menadj	AD_CTL ~ M5 + e4_c
1.6099844489733093	3.965327380833715	0.6847311987163721	0.8781182813388985	M6	Menadj	AD_CTL ~ M6 + e4_c
4.36349803700217	3.879417417028587	0.2606815160502471	0.8781182813388985	M7	Menadj	AD_CTL ~ M7 + e4_c
0.5973928702657291	3.8954884461633754	0.8781182813388985	0.8781182813388985	M8	Menadj	AD_CTL ~ M8 + e4_c
9.375807874531832	4.59000923273889	0.041086547047407725	0.45195201752148495	M9	Menadj	AD_CTL ~ M9 + e4_c
3.382499162171001	4.797905487321074	0.4808133758878341	0.8781182813388985	M10	Menadj	AD_CTL ~ M10 + e4_c
2.0560348180061436	4.321429055392736	0.6342335431558984	0.8781182813388985	M11	Menadj	AD_CTL ~ M11 + e4_c
